epoch,loss,val_loss
0,0.16617082059383392,0.06047102436423302
1,0.05970387905836105,0.030790098011493683
2,0.021989088505506516,0.036496102809906006
3,0.021487176418304443,0.036960117518901825
4,0.01982717402279377,0.03746921196579933
5,0.01802033744752407,0.03561903536319733
6,0.018655037507414818,0.053748179227113724
7,0.015810703858733177,0.047092072665691376
8,0.01449422538280487,0.0382402278482914
9,0.015444962307810783,0.05216097831726074
10,0.015527607873082161,0.05014306306838989
11,0.015541240572929382,0.04251869395375252
12,0.014591488055884838,0.03918322175741196
13,0.016056790947914124,0.059979282319545746
14,0.015091066248714924,0.06276292353868484
15,0.014684357680380344,0.05785791575908661
16,0.013681172393262386,0.041183553636074066
17,0.014285223558545113,0.04353764280676842
18,0.013208230026066303,0.05409111827611923
19,0.016268525272607803,0.050698745995759964
20,0.012783088721334934,0.05705869570374489
21,0.013086199760437012,0.03789409622550011
22,0.013378244824707508,0.04034204035997391
23,0.012756574898958206,0.05502382665872574
24,0.011540823616087437,0.031146178022027016
25,0.013352259993553162,0.04426874592900276
26,0.012369746342301369,0.04709941893815994
27,0.013239296153187752,0.045501094311475754
28,0.010814188979566097,0.043169524520635605
29,0.012483122758567333,0.04633176699280739
30,0.01326594315469265,0.04789377376437187
31,0.012719440273940563,0.04966680705547333
32,0.011160136200487614,0.03813815489411354
33,0.013081743381917477,0.041469112038612366
34,0.013037089258432388,0.04108988493680954
35,0.010760204866528511,0.0402187779545784
36,0.010653560049831867,0.04235459491610527
37,0.010795138776302338,0.041843242943286896
38,0.011927148327231407,0.04443565756082535
39,0.010939405299723148,0.036195460706949234
40,0.010333827696740627,0.04553907364606857
41,0.009773065336048603,0.043793935328722
42,0.010344202630221844,0.04296727105975151
43,0.010876774787902832,0.04115510359406471
44,0.011238268576562405,0.04188241437077522
45,0.010138727724552155,0.03493673354387283
46,0.011299822479486465,0.053714193403720856
47,0.010334141552448273,0.03604196384549141
48,0.010485611855983734,0.03455621004104614
49,0.009468450210988522,0.04103784263134003
50,0.00965204183012247,0.03853435814380646
51,0.009874004870653152,0.040199827402830124
52,0.009229353629052639,0.03917572647333145
53,0.009797357022762299,0.025271132588386536
54,0.009478609077632427,0.04661507532000542
55,0.009579257108271122,0.039453018456697464
56,0.009056567214429379,0.03815242648124695
57,0.008351595140993595,0.042450178414583206
58,0.008824133314192295,0.03519634157419205
59,0.008407233282923698,0.037860363721847534
60,0.008752883411943913,0.025085777044296265
61,0.008786727674305439,0.03171491250395775
62,0.007629457861185074,0.02999860607087612
63,0.00856650248169899,0.0392894446849823
64,0.008136184886097908,0.050904735922813416
65,0.00831422209739685,0.04336107149720192
66,0.009111510589718819,0.027330350130796432
67,0.0078009567223489285,0.02790905348956585
68,0.009163020178675652,0.027091097086668015
69,0.007475380320101976,0.029031960293650627
70,0.007632266264408827,0.028033096343278885
71,0.007477588020265102,0.02430502325296402
72,0.00851789303123951,0.027576493099331856
73,0.007378208916634321,0.03448867052793503
74,0.007000830955803394,0.02622389979660511
75,0.007352183107286692,0.01970616728067398
76,0.006904909387230873,0.025309434160590172
77,0.006671370938420296,0.02614898607134819
78,0.0074025713838636875,0.02944786474108696
79,0.00677111092954874,0.023646973073482513
80,0.00659750122576952,0.020748184993863106
81,0.0075646634213626385,0.022638345137238503
82,0.006413107272237539,0.026420243084430695
83,0.008141333237290382,0.030247097834944725
84,0.0064513492397964,0.030063651502132416
85,0.006539574358612299,0.024425402283668518
86,0.00801156461238861,0.02292349934577942
87,0.00697654765099287,0.020367421209812164
88,0.005181351210922003,0.019571775570511818
89,0.006971956696361303,0.017520040273666382
90,0.006344209425151348,0.017219044268131256
91,0.007991070859134197,0.019908331334590912
92,0.007335925009101629,0.01716446876525879
93,0.006474907975643873,0.021624112501740456
94,0.0061042397283017635,0.03022943250834942
95,0.0074254306964576244,0.02421855367720127
96,0.00684732710942626,0.01791956275701523
97,0.0056650941260159016,0.021768150851130486
98,0.0053617581725120544,0.01607806421816349
99,0.006384663283824921,0.02089892327785492
